x,y
20,20
31.649810791015625,20
43.29962158203125,20
54.949432373046875,20
66.5992431640625,20
78.24905395507812,20
89.89886474609375,20
101.54867553710938,20
113.198486328125,20
124.84820556640625,20
136.49801635742188,20
148.1478271484375,20
159.79763793945312,20
171.44744873046875,20
183.09725952148438,20
194.7470703125,20
206.39688110351562,20
218.04669189453125,20
229.69650268554688,20
241.3463134765625,20
252.99612426757812,20
264.64593505859375,20
276.2957458496094,20
287.945556640625,20
299.59532165527344,20
311.24513244628906,20
322.8949432373047,20
334.5447540283203,20
346.19451904296875,20
357.8443298339844,20
369.494140625,20
381.1439514160156,20
392.79376220703125,20
404.4435729980469,20
416.0933837890625,20
427.7431945800781,20
439.39300537109375,20
451.0428161621094,20
462.692626953125,20
474.34239196777344,20
485.99220275878906,20
497.6420135498047,20
509.2918243408203,20
520.9416351318359,20
532.5914459228516,20
544.2412567138672,20
555.8910675048828,20
567.5408782958984,20
579.1906433105469,20
590.8404541015625,20
602.4902648925781,20
614.1400756835938,20
625.7898864746094,20
637.439697265625,20
649.0895080566406,20
660.7393188476562,20
672.3890838623047,20
684.0388946533203,20
695.6887054443359,20
707.3385162353516,20
718.9883270263672,20
730.6381378173828,20
742.2879486083984,20
753.9377593994141,20
765.5875701904297,20
777.2373352050781,20
788.8871459960938,20
800.5369567871094,20
812.186767578125,20
823.8365783691406,20
835.4863891601562,20
847.1361999511719,20
858.7860107421875,20
870.4358215332031,20
882.0856323242188,20
893.7354431152344,20
905.38525390625,20
917.0350646972656,20
928.6847839355469,20
940.3345947265625,20
951.9844055175781,20
963.6342163085938,20
975.2840270996094,20
986.933837890625,20
998.5836486816406,20
1010.2334594726562,20
1021.8832702636719,20
1033.5330810546875,20
1045.1828918457031,20
1056.5,20.33270263671875
1056.5,31.982513427734375
1056.5,43.63232421875
1056.5,55.282135009765625
1056.5,66.93194580078125
1056.5,78.58175659179688
1056.5,90.23147583007812
1056.5,101.88128662109375
1056.5,113.53109741210938
1056.5,125.180908203125
1056.5,136.83071899414062
1056.5,148.48052978515625
1056.5,160.13034057617188
1056.5,171.7801513671875
1056.5,183.42996215820312
1056.5,195.07977294921875
1056.5,206.72958374023438
1056.5,218.37939453125
1056.5,230.02920532226562
1056.5,241.67901611328125
1056.5,253.32882690429688
1056.5,264.9786376953125
1056.5,276.6284484863281
1056.5,288.2781677246094
1056.5,299.927978515625
1056.5,311.5777893066406
1056.5,323.22760009765625
1056.5,334.8774108886719
1056.5,346.5272216796875
1056.5,358.1770324707031
1056.5,369.82684326171875
1056.5,381.4766540527344
1056.5,393.12646484375
1056.5,404.7762756347656
1056.5,416.42608642578125
1056.5,428.0758972167969
1056.5,439.7257080078125
1056.5,451.3755187988281
1056.5,463.02532958984375
1056.5,474.6751403808594
1050.6751403808594,480.5000915527344
1039.0253295898438,480.5000915527344
1027.3755187988281,480.5000915527344
1015.7257080078125,480.5000915527344
1004.0758056640625,480.5000915527344
992.4260864257812,480.5000915527344
980.7761840820312,480.5000915527344
969.12646484375,480.5000915527344
957.4765625,480.5000915527344
945.8268432617188,480.5000915527344
934.1771240234375,480.5000915527344
922.5272216796875,480.5000915527344
910.8775024414062,480.5000915527344
899.2276000976562,480.5000915527344
887.577880859375,480.5000915527344
875.927978515625,480.5000915527344
864.2782592773438,480.5000915527344
852.6283569335938,480.5000915527344
840.9786376953125,480.5000915527344
829.3287353515625,480.5000915527344
817.6790161132812,480.5000915527344
806.0291137695312,480.5000915527344
794.37939453125,480.5000457763672
782.7294921875,480.5000457763672
771.0797729492188,480.5000457763672
759.4298706054688,480.5000457763672
747.7801513671875,480.5000457763672
736.1304321289062,480.5000457763672
724.4805297851562,480.5000457763672
712.830810546875,480.5000457763672
701.180908203125,480.5000457763672
689.5311889648438,480.5000457763672
677.8812866210938,480.5000457763672
666.2315673828125,480.5000457763672
654.5816650390625,480.5000457763672
642.9319458007812,480.5000457763672
631.2820434570312,480.5000457763672
619.63232421875,480.5000457763672
607.982421875,480.5000457763672
596.3327026367188,480.5000457763672
584.6828002929688,480.5000457763672
573.0330810546875,480.5000457763672
561.3831787109375,480.5000457763672
549.7334594726562,480.5000457763672
538.083740234375,480.5000457763672
526.433837890625,480.5000457763672
514.7841186523438,480.5000457763672
503.13421630859375,480.5000457763672
491.4844970703125,480.5000457763672
479.8345947265625,480.5000457763672
468.18487548828125,480.5000457763672
456.53497314453125,480.5000457763672
444.88525390625,480.5000457763672
433.2353515625,480.5000457763672
421.58563232421875,480.5000457763672
409.93572998046875,480.5000457763672
398.2860107421875,480.5000457763672
386.6361083984375,480.5000457763672
374.98638916015625,480.5000457763672
363.33648681640625,480.5000457763672
351.686767578125,480.5000457763672
340.03704833984375,480.5000457763672
328.38714599609375,480.5000457763672
316.7374267578125,480.5000457763672
305.0875244140625,480.5000457763672
293.43780517578125,480.5000457763672
281.78790283203125,480.5
270.13818359375,480.5
258.48828125,480.5
246.83856201171875,480.5
235.18865966796875,480.5
223.5389404296875,480.5
211.8890380859375,480.5
200.23931884765625,480.5
188.58941650390625,480.5
176.939697265625,480.5
165.289794921875,480.5
153.64007568359375,480.5
141.9903564453125,480.5
130.3404541015625,480.5
118.69073486328125,480.5
107.04083251953125,480.5
95.39111328125,480.5
83.7412109375,480.5
72.09149169921875,480.5
60.44158935546875,480.5
48.7918701171875,480.5
37.1419677734375,480.5
25.49224853515625,480.5
20.000019859934582,474.34234619140625
20.000019350709408,462.692626953125
20.00001884147605,451.042724609375
20.000018332250875,439.39300537109375
20.000017823017515,427.74310302734375
20.00001731379234,416.0933837890625
20.000016804565803,404.44366455078125
20.000016295332443,392.79376220703125
20.00001578610727,381.14404296875
20.00001527687391,369.494140625
20.000014767648736,357.84442138671875
20.000014258415376,346.19451904296875
20.000013749190202,334.5447998046875
20.000013239956843,322.8948974609375
20.00001273073167,311.24517822265625
20.00001222149831,299.59527587890625
20.00001171227177,287.945556640625
20.000011203039094,276.295654296875
20.000010693813238,264.64593505859375
20.000010184579878,252.99603271484375
20.000009675354704,241.3463134765625
20.000009166121345,229.6964111328125
20.00000865689617,218.04669189453125
20.000008147670314,206.39697265625
20.000007638436955,194.7470703125
20.00000712921178,183.09735107421875
20.00000661997842,171.44744873046875
20.000006110752565,159.7977294921875
20.000005601519547,148.1478271484375
20.000005092294032,136.49810791015625
20.000004583060672,124.84820556640625
20.000004073835157,113.198486328125
20.000003564601798,101.548583984375
20.000003055376283,89.89886474609375
20.000002546143094,78.24896240234375
20.00000203691758,66.5992431640625
20.00000152768422,54.9493408203125
20.00000101845879,43.29962158203125
20.000000509225387,31.64971923828125
243.5,149
255.12921142578125,149
266.7584228515625,149
278.38763427734375,149
290.0168685913086,149
301.64608001708984,149
313.2752914428711,149
323,150.90450286865234
315.5021514892578,155.72663116455078
304.24061584472656,158.12444305419922
297.64197540283203,167.30704498291016
296.5691604614258,178.85381317138672
296.46863555908203,190.48204040527344
296.37447357177734,202.1108627319336
296.24597930908203,213.73936462402344
296.1174850463867,225.36786651611328
296.9964141845703,236
308.62564849853516,236
320.2548599243164,236
331.88407135009766,236
343.5132827758789,236
355.14251708984375,236
366.771728515625,236
378.40093994140625,236
382.90318298339844,228.97051239013672
382.7430114746094,217.34239959716797
382.5828399658203,205.71429824829102
382.44795989990234,194.08585357666016
382.26519775390625,182.4581642150879
381.8977279663086,170.83965301513672
377.41102600097656,160.21361923217773
366.8204116821289,156.06781387329102
356,154.24725341796875
362.3820037841797,149
374.01121520996094,149
385.6404266357422,149
397.26963806152344,149
408.8988494873047,149
420.52806091308594,149
432.1572723388672,149
433.2301330566406,155.27523040771484
421.6982879638672,156.7764549255371
411.79974365234375,162.08502578735352
409.7872314453125,173.42161178588867
409.73728942871094,185.05067443847656
409.7014923095703,196.67985153198242
409.6725616455078,208.30902862548828
409.6505432128906,219.93821716308594
409.6375427246094,231.5674285888672
409.6102600097656,243.19659423828125
409.56150817871094,254.82573699951172
409.52552795410156,266.4548797607422
409.5132598876953,278.08404541015625
409.4678955078125,289.7132339477539
409.4609832763672,301.34239959716797
409.9418182373047,312.9471664428711
414.0185241699219,323.7481231689453
424.2440490722656,328.8766098022461
435.5,330.7432556152344
428.1275329589844,335
416.4983215332031,335
404.8691101074219,335
393.2398986816406,335
381.6106872558594,335
369.9814758300781,335
358.3522186279297,335
360.7143020629883,329.72862243652344
371.89925384521484,326.7502746582031
379.93941497802734,319.23194122314453
381.88724517822266,307.79805755615234
382.15750885009766,296.17305755615234
382.35533142089844,284.54551696777344
382.53726959228516,272.9177017211914
382.7300109863281,261.2901153564453
382.9227294921875,249.66250610351562
376.033935546875,245
364.40472412109375,245
352.7755126953125,245
341.14630126953125,245
329.51708984375,245
317.88787841796875,245
306.2586669921875,245
296.01451110839844,246.37059020996094
296.13755798339844,257.99913787841797
296.26060485839844,269.6276397705078
296.38026428222656,281.25618743896484
296.46744537353516,292.8850326538086
296.59058380126953,304.5133056640625
297.80297088623047,316.0464553833008
303.5494155883789,326.0286102294922
314.5496139526367,329.5744934082031
323,333.6273498535156
312.7434387207031,335
301.1142272949219,335
289.4850158691406,335
277.8558044433594,335
266.2265930175781,335
254.59738159179688,335
243.5,334.4681701660156
251.04877471923828,329.19427490234375
261.89093017578125,325.2499542236328
268.25563049316406,316.6778030395508
269.12615966796875,305.08583068847656
269.25907135009766,293.4578323364258
269.29786682128906,281.8287353515625
269.3277587890625,270.19956970214844
269.3500061035156,258.5703125
269.3640594482422,246.94107818603516
269.3947067260742,235.31198120117188
269.4459533691406,223.682861328125
269.47733306884766,212.05369567871094
269.4928283691406,200.42451858520508
269.53997802734375,188.79534149169922
269.5743103027344,177.16632461547852
268.1222152709961,165.69124221801758
260.4994659423828,157.62628173828125
249.11165618896484,155.44377899169922
680,149
691.6533813476562,149
703.3067626953125,149
714.9601440429688,149
726.613525390625,149
738.2669067382812,149
749.9202880859375,149
761.5736694335938,149
773.22705078125,149
784.8804321289062,149
796.5338134765625,149
808.1871948242188,149
819.840576171875,149
831.4939575195312,149
832.3837585449219,160.61376190185547
833.087158203125,172.24501037597656
833.079833984375,183.89747619628906
829.9495544433594,192.5
825.5325012207031,183.92094802856445
820.9587097167969,173.3720245361328
813.675048828125,166.15281677246094
802.6785583496094,162.43108367919922
791.0554809570312,161.7035369873047
779.4079132080078,161.33602142333984
768.5049438476562,161.74024963378906
768.5826263427734,173.39337921142578
768.6603546142578,185.0464973449707
768.7428436279297,196.69959259033203
768.8309173583984,208.35264205932617
768.9190368652344,220.0056915283203
769.0078430175781,231.65872955322266
769.0895538330078,243.3118133544922
769.1683349609375,254.9649429321289
769.2525634765625,266.61802673339844
769.3467712402344,278.2710418701172
769.4209289550781,289.9241714477539
769.5193939208984,301.5771179199219
769.6826782226562,313.22745513916016
772.9454803466797,324.3604507446289
783.6510620117188,328.76427459716797
794,331.6495361328125
785.6970825195312,335
774.043701171875,335
762.3903198242188,335
750.7369384765625,335
739.0835571289062,335
727.43017578125,335
716,334.77679443359375
723.2544555664062,329.1636505126953
734.3810424804688,325.9634246826172
740.1587066650391,316.33919525146484
740.4752960205078,304.6966857910156
740.5673522949219,293.0436706542969
740.6383514404297,281.39054107666016
740.7327423095703,269.7375717163086
740.8189392089844,258.08451080322266
740.8927764892578,246.43135833740234
740.9740753173828,234.7782745361328
741.0626525878906,223.12519073486328
741.1516876220703,211.47217559814453
741.2373352050781,199.8191032409668
741.3224334716797,188.16604232788086
741.3986053466797,176.51291275024414
741.4747772216797,164.85978317260742
733.7085876464844,161.18080520629883
722.0594177246094,161.49350357055664
710.4186248779297,161.97528839111328
699.1714172363281,164.77510833740234
690.4086761474609,172.1932487487793
685.2128753662109,182.5844383239746
681.5218811035156,192.5
678.4394378662109,183.86868286132812
678.3645477294922,172.2155532836914
678.6402130126953,160.57307815551758
518,149
529.5784454345703,149
541.1568908691406,149
552.7353820800781,149
564.3138275146484,149
575.8922729492188,149
587.4707641601562,149
597.5,150.54920959472656
590.3807678222656,155.33669662475586
579.1951293945312,158.0094871520996
572.4579925537109,166.64416885375977
571.7661743164062,178.17755889892578
571.7261199951172,189.75592422485352
571.6952209472656,201.33434677124023
571.6663360595703,212.91278076171875
571.6475219726562,224.49120330810547
571.6328735351562,236.06964874267578
571.5990905761719,247.6480712890625
571.5505676269531,259.22642517089844
571.5222320556641,270.80484771728516
571.5062561035156,282.38329315185547
571.4615325927734,293.9616470336914
571.4353942871094,305.53997802734375
572.4480590820312,317.03389739990234
579.0986328125,326.04149627685547
590.0478820800781,329.6350326538086
597.5,334.57430267333984
586.3472290039062,335
574.7687835693359,335
563.1903381347656,335
551.6118469238281,335
540.0334014892578,335
528.4549560546875,335
518,333.8764877319336
526.0914764404297,329.15868377685547
536.8619232177734,325.1365203857422
542.7723388671875,316.0134048461914
543.8800811767578,304.5084762573242
543.9085540771484,292.9301452636719
543.8986206054688,281.35172271728516
543.9069061279297,269.77325439453125
543.9008636474609,258.19480895996094
543.8849792480469,246.61636352539062
543.8870391845703,235.0379180908203
543.9032440185547,223.4594268798828
543.9059906005859,211.8810043334961
543.9024658203125,200.30258178710938
543.9061279296875,188.72411346435547
543.8941802978516,177.14578247070312
542.5359039306641,165.69099044799805
534.8211212158203,157.9585952758789
523.5610046386719,155.43607711791992
